timestamp,rssi_dbm,rx_bitrate_mbps,tx_bitrate_mbps,rtt_ms
1766648873.1298864,,,,
1766648874.1413074,,,,
1766648875.1516874,,,,
1766648876.160454,,,,
1766648877.1711671,,,,
1766648878.1799111,,,,
1766648879.1894987,,,,
1766648880.199669,,,,
1766648881.2087383,,,,
1766648882.2216687,,,,
1766648883.2333903,,,,
1766648884.244493,,,,
1766648885.2530918,,,,
1766648886.2668161,,,,
1766648887.2770667,,,,
1766648888.286678,,,,
1766648889.2961783,,,,
1766648890.3067648,,,,
1766648891.3169553,,,,
1766648892.327462,,,,
1766648893.3385398,,,,
1766648894.3486726,,,,
1766648895.357971,,,,
1766648896.36968,,,,
1766648897.383341,,,,
1766648898.3931892,,,,
1766648899.407456,,,,
1766648900.4168837,,,,
1766648901.4278662,,,,
1766648902.4368587,,,,
1766648903.4471915,,,,
1766648904.4569905,,,,
1766648905.4663715,,,,
1766648906.4766989,,,,
1766648907.4869022,,,,
1766648908.4998095,,,,
1766648909.509337,,,,
1766648910.5185647,,,,
1766648911.5263278,,,,
1766648912.536933,,,,
1766648913.5457737,,,,
1766648914.5560539,,,,
1766648915.5663502,,,,
1766648916.5751815,,,,
1766648917.5849574,,,,
1766648918.59596,,,,
1766648919.6050458,,,,
1766648920.615658,,,,
1766648921.6254983,,,,
1766648922.6346686,,,,
1766648923.6445282,,,,
1766648924.6538095,,,,
1766648925.6646588,,,,
1766648926.6738236,,,,
1766648927.6829565,,,,
1766648928.692275,,,,
1766648929.7037375,,,,
1766648930.7131634,,,,
1766648931.7234716,,,,
1766648932.7309334,,,,
1766648933.7410617,,,,
1766648934.7506487,,,,
1766648935.7604017,,,,
1766648936.7713332,,,,
1766648937.7804577,,,,
1766648938.789749,,,,
1766648939.798851,,,,
1766648940.8083365,,,,
1766648941.8193858,,,,
1766648942.8290029,,,,
1766648943.8386772,,,,
1766648944.8485825,,,,
1766648945.8577,,,,
1766648946.8680153,,,,
1766648947.8790166,,,,
1766648948.8886547,,,,
1766648949.8974683,,,,
1766648950.9081464,,,,
1766648951.9173808,,,,
1766648952.926859,,,,
1766648953.937539,,,,
1766648954.9481244,,,,
1766648955.9582455,,,,
1766648956.9693995,,,,
1766648957.978612,,,,
1766648958.989558,,,,
1766648960.0005455,,,,
1766648961.0101173,,,,
1766648962.0196831,,,,
1766648963.030186,,,,
1766648964.0397606,,,,
1766648965.0490906,,,,
1766648966.058799,,,,
1766648967.0677235,,,,
1766648968.078328,,,,
1766648969.087802,,,,
1766648970.0985088,,,,
1766648971.1096056,,,,
1766648972.1194742,,,,
1766648973.129175,,,,
1766648974.1399255,,,,
1766648975.149794,,,,
1766648976.15853,,,,
1766648977.1695814,,,,
1766648978.1790824,,,,
1766648979.1877809,,,,
1766648980.1967063,,,,
1766648981.2062345,,,,
1766648982.2163322,,,,
1766648983.2272658,,,,
1766648984.23571,,,,
1766648985.2461777,,,,
1766648986.2576954,,,,
1766648987.2692094,,,,
1766648988.2800272,,,,
1766648989.2918415,,,,
1766648990.3034928,,,,
1766648991.3133488,,,,
1766648992.3228707,,,,
1766648993.3323066,,,,
1766648994.3408778,,,,
1766648995.3509014,,,,
1766648996.3607826,,,,
1766648997.3696146,,,,
1766648998.380015,,,,
1766648999.3894303,,,,
1766649000.398515,,,,
1766649001.4090898,,,,
1766649002.422027,,,,
1766649003.4274533,,,,
1766649004.437809,,,,
1766649005.4467723,,,,
1766649006.458977,,,,
1766649007.4696922,,,,
1766649008.48173,,,,
1766649009.4923244,,,,
1766649010.502894,,,,
1766649011.5137227,,,,
1766649012.5215664,,,,
1766649013.5321918,,,,
1766649014.5413618,,,,
1766649015.5503213,,,,
1766649016.5615156,,,,
1766649017.5734138,,,,
1766649018.5833461,,,,
1766649019.5944674,,,,
1766649020.6047204,,,,
1766649021.6139097,,,,
1766649022.6254656,,,,
1766649023.6338716,,,,
1766649024.6431785,,,,
1766649025.6531026,,,,
1766649026.6615572,,,,
1766649027.6710966,,,,
1766649028.6805463,,,,
1766649029.6905892,,,,
1766649030.7019093,,,,
1766649031.7118714,,,,
1766649032.722027,,,,
1766649033.7343926,,,,
1766649034.746935,,,,
1766649035.7566082,,,,
1766649036.7653732,,,,
1766649037.7745888,,,,
1766649038.7835093,,,,
1766649039.7932203,,,,
1766649040.8041475,,,,
1766649041.8141005,,,,
1766649042.823222,,,,
1766649043.833848,,,,
1766649044.8438728,,,,
1766649045.853562,,,,
1766649046.863643,,,,
1766649047.873888,,,,
1766649048.8837738,,,,
1766649049.8921745,,,,
1766649050.9019387,,,,
1766649051.9106908,,,,
1766649052.9200935,,,,
1766649053.930098,,,,
1766649054.9389267,,,,
1766649055.9492152,,,,
1766649056.959654,,,,
1766649057.971921,,,,
1766649058.9824457,,,,
1766649059.9917612,,,,
1766649061.001068,,,,
1766649062.0123785,,,,
1766649063.0220442,,,,
1766649064.03328,,,,
1766649065.043675,,,,
1766649066.0536053,,,,
1766649067.063948,,,,
1766649068.0740376,,,,
1766649069.0839539,,,,
1766649070.0931766,,,,
1766649071.1041992,,,,
1766649072.1135447,,,,
1766649073.1231503,,,,
1766649074.1344123,,,,
1766649075.144597,,,,
1766649076.1536477,,,,
1766649077.1662629,,,,
1766649078.175921,,,,
1766649079.1879187,,,,
1766649080.19803,,,,
1766649081.2085261,,,,
1766649082.2173944,,,,
1766649083.2283573,,,,
1766649084.2394419,,,,
1766649085.2492576,,,,
1766649086.258757,,,,
1766649087.2697878,,,,
1766649088.2792337,,,,
1766649089.2890317,,,,
1766649090.2987225,,,,
1766649091.3085568,,,,
1766649092.3206975,,,,
1766649093.3314178,,,,
1766649094.3430266,,,,
1766649095.3526943,,,,
1766649096.364103,,,,
1766649097.3738737,,,,
1766649098.3829892,,,,
1766649099.3932557,,,,
1766649100.4015448,,,,
1766649101.41059,,,,
1766649102.4211698,,,,
1766649103.4313793,,,,
1766649104.442897,,,,
1766649105.4544632,,,,
1766649106.464551,,,,
1766649107.4760911,,,,
1766649108.4868536,,,,
1766649109.497183,,,,
1766649110.5069857,,,,
1766649111.5178292,,,,
1766649112.5272152,,,,
1766649113.5358396,,,,
1766649114.5465813,,,,
1766649115.5549552,,,,
1766649116.5648246,,,,
1766649117.5758088,,,,
1766649118.584215,,,,
1766649119.5934649,,,,
1766649120.603481,,,,
1766649121.6124978,,,,
1766649122.6264029,,,,
1766649123.6370883,,,,
1766649124.6485457,,,,
1766649125.6588771,,,,
1766649126.665396,,,,
1766649127.673587,,,,
1766649128.6831107,,,,
1766649129.6915019,,,,
1766649130.703292,,,,
1766649131.7145994,,,,
1766649132.7251039,,,,
1766649133.7355607,,,,
1766649134.744241,,,,
1766649135.753984,,,,
1766649136.7635915,,,,
1766649137.7739146,,,,
